,l2,mean_test_accuracy,mean_test_auc,mean_test_fn,mean_test_fp,mean_test_loss,mean_test_tn,mean_test_tp,mean_train_accuracy,mean_train_auc,mean_train_fn,mean_train_fp,mean_train_loss,mean_train_tn,mean_train_tp,n_hidden_layers,rate,units_0,model
0,0.0005398544425690063,0.8223880529403687,0.8695399761199951,13.0,106.0,0.439467191696167,517.0,34.0,0.8346397876739502,0.918061375617981,25.0,418.0,0.43208953738212585,2073.0,163.0,1.0,0.13533061270970906,32.0,Neural Net
1,0.0012443919004332027,0.8208954930305481,0.8655784130096436,14.0,106.0,0.4561845064163208,517.0,33.0,0.8839119076728821,0.9613235592842102,16.0,295.0,0.33123189210891724,2196.0,172.0,1.0,0.062231065733376584,32.0,Neural Net
2,0.0014992380430752666,0.8298507332801819,0.8697448968887329,15.0,99.0,0.459381639957428,524.0,32.0,0.8215752243995667,0.9043161869049072,32.0,446.0,0.48132798075675964,2045.0,156.0,1.0,0.11595599267407872,32.0,Neural Net
3,0.000263777057669985,0.8059701323509216,0.8670639991760254,11.0,119.0,0.43894681334495544,504.0,36.0,0.8581560254096985,0.9463291168212891,14.0,366.0,0.3585355579853058,2125.0,174.0,1.0,0.07215047878466127,32.0,Neural Net
4,0.0001508693083119637,0.8149253726005554,0.8659369945526123,11.0,113.0,0.42251473665237427,510.0,36.0,0.8745800852775574,0.9530522227287292,14.0,322.0,0.32972395420074463,2169.0,174.0,1.0,0.041503709669660466,32.0,Neural Net
5,0.0037018618759039586,0.8044776320457458,0.8655271530151367,13.0,118.0,0.500477135181427,505.0,34.0,0.8701007962226868,0.9420893788337708,22.0,326.0,0.4104286730289459,2165.0,166.0,1.0,0.1561758979483075,32.0,Neural Net
6,0.00011555960559632287,0.8358209133148193,0.8618046045303345,13.0,97.0,0.3763238191604614,526.0,34.0,0.8327734470367432,0.9390091896057129,16.0,432.0,0.3680432140827179,2059.0,172.0,1.0,0.039691915595636444,32.0,Neural Net
7,0.004342864594750216,0.8268656730651855,0.8681397438049316,14.0,102.0,0.5001397728919983,521.0,33.0,0.8495707511901855,0.9217309951782227,22.0,381.0,0.47076258063316345,2110.0,166.0,1.0,0.12716282584146146,32.0,Neural Net
8,0.009471858758984132,0.8268656730651855,0.8723917007446289,15.0,101.0,0.5131110548973083,522.0,32.0,0.826801061630249,0.9175831079483032,24.0,440.0,0.4920505881309509,2051.0,164.0,1.0,0.06518388832504456,32.0,Neural Net
9,0.00015970850994627238,0.8507462739944458,0.8611727952957153,14.0,86.0,0.3614477813243866,537.0,33.0,0.8734602332115173,0.9640429019927979,12.0,327.0,0.29591646790504456,2164.0,176.0,1.0,0.013966013583738647,32.0,Neural Net
10,0.00012963601933385646,0.7910447716712952,0.8568525314331055,11.0,129.0,0.4340827167034149,494.0,36.0,0.8477043509483337,0.9429115056991577,19.0,389.0,0.3521554470062256,2102.0,169.0,1.0,0.07978603046233652,32.0,Neural Net
11,0.0005937701972645001,0.8074626922607422,0.8688911199569702,10.0,119.0,0.47897011041641235,504.0,37.0,0.8342665433883667,0.915542721748352,29.0,415.0,0.4541293680667877,2076.0,159.0,1.0,0.05342320100892079,32.0,Neural Net
12,0.0031521520106586797,0.8343283534049988,0.8579624891281128,14.0,97.0,0.4735230803489685,526.0,33.0,0.8424785137176514,0.9158427715301514,27.0,395.0,0.46810391545295715,2096.0,161.0,1.0,0.17863622303891113,32.0,Neural Net
13,0.0001224754335446331,0.8402985334396362,0.8616679906845093,16.0,91.0,0.3743937015533447,532.0,31.0,0.8921239376068115,0.9676612615585327,12.0,277.0,0.27130261063575745,2214.0,176.0,1.0,0.12344719777072752,32.0,Neural Net
14,0.00018342932760963753,0.8388059735298157,0.8571769595146179,15.0,93.0,0.3823911249637604,530.0,32.0,0.8872713446617126,0.963531494140625,8.0,294.0,0.2934432625770569,2197.0,180.0,1.0,0.12958864816690674,32.0,Neural Net
15,0.009752003781753267,0.8432835936546326,0.8641610741615295,18.0,87.0,0.48127809166908264,536.0,29.0,0.8208286762237549,0.888302206993103,45.0,435.0,0.5362404584884644,2056.0,143.0,1.0,0.1740024078006709,32.0,Neural Net
16,0.002739740054213502,0.8477612137794495,0.8535739183425903,18.0,84.0,0.42866724729537964,539.0,29.0,0.8555431365966797,0.9280441403388977,25.0,362.0,0.43874964118003845,2129.0,163.0,1.0,0.184652364805656,32.0,Neural Net
17,0.009289736980750272,0.8537313342094421,0.8638877868652344,22.0,76.0,0.432035893201828,547.0,25.0,0.8518103957176208,0.9234894514083862,25.0,372.0,0.47331321239471436,2119.0,163.0,1.0,0.14730340892769245,32.0,Neural Net
18,0.007741811088364651,0.7970149517059326,0.8586796522140503,11.0,125.0,0.5678909420967102,498.0,36.0,0.8148562908172607,0.8804280757904053,41.0,455.0,0.5472261309623718,2036.0,147.0,1.0,0.061865633318890105,32.0,Neural Net
19,0.009414241880237885,0.825373113155365,0.8496465682983398,16.0,101.0,0.49872541427612305,522.0,31.0,0.8029115200042725,0.8941412568092346,36.0,492.0,0.5185865163803101,1999.0,152.0,1.0,0.13967423669861123,32.0,Neural Net
